"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__AccountId__c","Account","reference",18,true,"[""Account""]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__ActionDate__c","Action Date","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__AgencyIdentifier__c","Agency Identifier","string",80,true,"[]",,false,false,,"[]",true
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__EntryDate__c","Entry Date","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__InceptionCode__c","Inception Code","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__JurisdictionId__c","Jurisdiction","reference",18,true,"[""vlocity_ins__Jurisdiction__c""]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__PenaltyAmount__c","Penalty Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__PeriodDuration__c","Period Duration","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__PeriodStartDate__c","Period Start","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","vlocity_ins__ReasonDescription__c","Reason Description","textarea",131072,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","Name","Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__AccountId__c","Account","reference",18,false,"[""Account""]","vlocity_ins__AccountId__r",false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__ActionDate__c","Action Date","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__AgencyIdentifier__c","Agency Identifier","string",80,true,"[]",,false,true,,"[]",true
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__EntryDate__c","Entry Date","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__InceptionCode__c","Inception Code","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__JurisdictionId__c","Jurisdiction","reference",18,true,"[""vlocity_ins__Jurisdiction__c""]","vlocity_ins__JurisdictionId__r",false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__PenaltyAmount__c","Penalty Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__PeriodDuration__c","Period Duration","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__PeriodStartDate__c","Period Start","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__c","Account Regulatory Action","vlocity_ins__ReasonDescription__c","Reason Description","textarea",131072,true,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","OwnerId","Owner ID","reference",18,true,"[""Group"",""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","vlocity_ins__ActivityId__c","Activity","string",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","vlocity_ins__ContentDocumentId__c","Content Document","string",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","vlocity_ins__ContentURL__c","Content URL","url",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__ChangeEvent","Change Event: Activity Content Document","vlocity_ins__ContentVersionId__c","Content Version","string",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","Id","Custom Object Share ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","ParentId","Parent ID","reference",18,false,"[""vlocity_ins__ActivityContentDocument__c""]","Parent",false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","UserOrGroupId","User/Group ID","reference",18,false,"[""Group"",""User""]","UserOrGroup",false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","AccessLevel","Custom Object Access","picklist",40,false,"[]",,false,true,,"[""Read Only"",""Read/Write"",""Owner""]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","RowCause","Row Cause","picklist",40,true,"[]",,false,false,,"[""Owner"",""Manual Sharing"",""Sharing Rule"",""Account Sharing"",""Associated record owner or sharing"",""Person Contact"",""Sales Team"",""Territory Assignment Rule"",""Territory Manual"",""Territory Manual"",""Territory Sharing Rule"",""Territory assignment for forecasting and reporting"",""Guest User Sharing Rule"",""Associated guest user sharing"",""Associated Guest User Sharing"",""Survey Sharing Rule"",""Compliant Data Sharing"",""Manufacturing Target Sharing Rule"",""Record Collection""]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__Share","Share: Activity Content Document","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","OwnerId","Owner ID","reference",18,false,"[""Group"",""User""]","Owner",false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","Name","Activity Content Document Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","vlocity_ins__ActivityId__c","Activity","string",18,false,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","vlocity_ins__ContentDocumentId__c","Content Document","string",18,true,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","vlocity_ins__ContentURL__c","Content URL","url",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityContentDocument__c","Activity Content Document","vlocity_ins__ContentVersionId__c","Content Version","string",18,true,"[]",,false,true,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","OwnerId","Owner ID","reference",18,true,"[""Group"",""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","vlocity_ins__EnabledObjectsAPI__c","Enabled for Objects (API)","multipicklist",4099,true,"[]",,false,false,,"[""Case__c"",""Incident__c"",""Application__c"",""All""]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","vlocity_ins__Publish__c","Publish","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","vlocity_ins__Stage__c","Stage","picklist",255,true,"[]",,false,false,,"[""Initial""]",false
"vlocity_ins__ActivityTemplate__ChangeEvent","Change Event: Activity Template","vlocity_ins__Type__c","Type","picklist",255,true,"[]",,false,false,,"[""All""]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","Id","Entity History ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","ParentId","Parent ID","reference",18,false,"[""vlocity_ins__ActivityTemplate__c""]","Parent",false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","Field","Changed Field","picklist",255,false,"[]",,false,false,,"[""Created."",""Description"",""Enabled for Objects (API)"",""Feed event"",""Individual Merged"",""Owner"",""Owner (Accepted)"",""Owner (Assignment)"",""Publish"",""Record locked."",""Record unlocked."",""Stage"",""Type""]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","DataType","Datatype","picklist",40,true,"[]",,false,false,,"[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","OldValue","Old Value","anyType",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__History","History: Activity Template","NewValue","New Value","anyType",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__Share","Share: Activity Template","Id","Custom Object Share ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__ActivityTemplate__Share","Share: Activity Template","ParentId","Parent ID","reference",18,false,"[""vlocity_ins__ActivityTemplate__c""]","Parent",false,false,,"[]",false
"vlocity_ins__ActivityTemplate__Share","Share: Activity Template","UserOrGroupId","User/Group ID","reference",18,false,"[""Group"",""User""]","UserOrGroup",false,false,,"[]",false
"vlocity_ins__ActivityTemplate__Share","Share: Activity Template","AccessLevel","Custom Object Access","picklist",40,false,"[]",,false,true,,"[""Read Only"",""Read/Write"",""Owner""]",false
"vlocity_ins__ActivityTemplate__Share","Share: Activity Template","RowCause","Row Cause","picklist",40,true,"[]",,false,false,,"[""Owner"",""Manual Sharing"",""Sharing Rule"",""Account Sharing"",""Associated record owner or sharing"",""Person Contact"",""Sales Team"",""Territory Assignment Rule"",""Territory Manual"",""Territory Manual"",""Territory Sharing Rule"",""Territory assignment for forecasting and reporting"",""Guest User Sharing Rule"",""Associated guest user sharing"",""Associated Guest User Sharing"",""Survey Sharing Rule"",""Compliant Data Sharing"",""Manufacturing Target Sharing Rule"",""Record Collection""]",false
